Financial Institution Number,Institution Name,Institution Type,Charter Type,Headquarters,Failure Date,Insurance Fund,Certificate Number,Transaction Type,Total Deposits,Total Assets,Estimated Loss (2015)
4151,HUFFMAN BANK,COMMERCIAL BANK,STATE,"HUFFMAN, TX",2/15/1990 ,BIF,21436,ACQUISITION,21660,22019,2835
4152,NORTHWAY NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"DALLAS, TX",2/15/1990 ,BIF,23452,ACQUISITION,23917,19138,8427
7411,STATE FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"TULSA, OK",2/16/1990 ,RTC,28247,ACQUISITION,358341,526339,82645
7142,FIDELITY SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,"DANVILLE, IL",2/16/1990 ,RTC,28829,ACQUISITION,16462,16317,1080
7235,HERITAGE FSB,SAVINGS BANK,STATE,"OMAHA, NE",2/16/1990 ,RTC,29318,ACQUISITION,175737,225004,16463
7182,GREAT AMERICAN FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"OAK PARK, IL",2/16/1990 ,RTC,28911,ACQUISITION,736370,1013231,10483
1285,FRANKLIN FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"OTTAWA, KS",2/16/1990 ,RTC,30311,ACQUISITION,4638598,9258163,38167
7156,WESTERN EMPIRE FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"YORBA LINDA, CA",2/16/1990 ,RTC,32101,TRANSFER,318451,406574,26502
7397,FREEDOM SA,SAVINGS ASSOCIATION,FEDERAL/STATE,"COLUMBUS, OH",2/16/1990 ,RTC,27850,ACQUISITION,311944,360378,42722
7081,"EQUITABLE S & LA, FA",SAVINGS ASSOCIATION,FEDERAL/STATE,"COLUMBUS, NE",2/16/1990 ,RTC,31320,ACQUISITION,63656,73176,3854
7166,THE BEN FRANKLIN FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"PORTLAND, OR",2/21/1990 ,RTC,28220,ACQUISITION,3222248,4616850,133
4154,THE FIRST STATE BANK OF REGENT,COMMERCIAL BANK,STATE,"REGENT, ND",2/22/1990 ,BIF,8949,ACQUISITION,9526,9717,2857
7379,TEXASBANC SAVINGS,SAVINGS ASSOCIATION,FEDERAL/STATE,"CONROE, TX",2/23/1990 ,RTC,31660,TRANSFER,385722,248839,325899
4155,THE RED RIVER BANK,COMMERCIAL BANK,STATE,"RED RIVER, NM",2/23/1990 ,BIF,24752,ACQUISITION,6550,6530,2131
4156,THE BANK OF RUIDOSO,COMMERCIAL BANK,STATE,"RUIDOSO, NM",2/23/1990 ,BIF,20150,ACQUISITION,26459,27843,12672
7208,COMMUNITY FEDERAL SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,"EAST MOLINE, IL",2/23/1990 ,RTC,31073,ACQUISITION,114164,112025,2986
7299,GREENWOOD FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"GREENWOOD, MS",2/23/1990 ,RTC,30854,TRANSFER,25564,26663,4457
7187,MERCURY SAVINGS,SAVINGS ASSOCIATION,FEDERAL/STATE,"HUNTINGTON BEACH, CA",2/23/1990 ,RTC,31273,ACQUISITION,1794178,2158830,15683
7409,NOWLIN SA,SAVINGS ASSOCIATION,FEDERAL/STATE,"FT. WORTH, TX",2/23/1990 ,RTC,31801,ACQUISITION,195537,200506,58132
7285,IMPERIAL FEDERAL SAVINGS ASSOC.,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN DIEGO, CA",2/23/1990 ,RTC,28517,ACQUISITION,6615722,9581584,203148
7140,PROVIDENT SA,SAVINGS ASSOCIATION,FEDERAL/STATE,"CASPER, WY",2/23/1990 ,RTC,28311,ACQUISITION,200294,244946,16238
7211,FIRST FEDERAL SAV. ASSOC./BLUEFIELD,SAVINGS ASSOCIATION,FEDERAL/STATE,"BLUEFIELD, WV",2/23/1990 ,RTC,28176,ACQUISITION,33226,39261,2579
7345,VANGUARD SB,SAVINGS BANK,STATE,"VANDERGRIEF, PA",2/23/1990 ,RTC,29451,ACQUISITION,150691,176858,25809
7442,FIRST ATLANTIC S & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"PLAINFIELD, NJ",2/23/1990 ,RTC,27739,ACQUISITION,1009768,1296682,233531
7155,FIRST STANDARD FED. SAVINGS ASSOC.,SAVINGS ASSOCIATION,FEDERAL/STATE,"FAIRMONT, WV",2/23/1990 ,RTC,30510,ACQUISITION,75603,77577,4
7098,FRONTIER FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"WALLA WALLA, WA",2/23/1990 ,RTC,28488,ACQUISITION,120037,146865,10
4158,SEARCH NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"DALLAS, TX",3/1/1990 ,BIF,26608,ACQUISITION,22225,21155,6923
4159,COMMUNITY STATE BANK OF ONALASKA,COMMERCIAL BANK,STATE,"ONALASKA, TX",3/1/1990 ,BIF,24075,ACQUISITION,9611,9685,2931
4157,FIRST NATIONAL BANK OF SANGER,COMMERCIAL BANK,FEDERAL,"SANGER, TX",3/1/1990 ,BIF,5516,ACQUISITION,19943,19653,2820
7225,NEW ATHENS FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEW ATHENS, IL",3/2/1990 ,RTC,31174,ACQUISITION,27643,30419,1559
7179,NORTH CAROLINA FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"CHARLOTTE, NC",3/2/1990 ,RTC,31744,ACQUISITION,455029,628098,41802
7190,SECURITY FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"RICHMOND, VA",3/2/1990 ,RTC,30752,ACQUISITION,237490,341553,24020
7275,PIMA S & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"TUCSON, AZ",3/2/1990 ,RTC,30697,ACQUISITION,2128178,2734063,160525
7245,HAVEN FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"WINTER HAVEN, FL",3/2/1990 ,RTC,32588,ACQUISITION,146159,172437,32869
4162,CITIZENS NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"DENTON, TX",3/8/1990 ,BIF,22405,ACQUISITION,16845,16160,1863
4160,UNIVERSITY NATIONAL BANK OF COLLEGE STATIO,COMMERCIAL BANK,FEDERAL,"COLLEGE STATION, TX",3/8/1990 ,BIF,16457,ACQUISITION,39534,36341,11740
4161,FARMERS STATE BANK,COMMERCIAL BANK,STATE,"SCHULENBERG, TX",3/8/1990 ,BIF,18647,ACQUISITION,33426,32735,6668
7226,HIAWATHA SAVINGS & LOAN,SAVINGS ASSOCIATION,FEDERAL/STATE,"HIAWATHA, KS",3/9/1990 ,RTC,28697,ACQUISITION,54136,49198,38427
4163,FIRST BANK NATIONAL ASSOCIATION,COMMERCIAL BANK,FEDERAL,"CLEVELAND, OH",3/9/1990 ,BIF,21630,PAYOUT,32147,33087,2203
7408,NASSAU S & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"PRINCETON, NJ",3/9/1990 ,RTC,30795,ACQUISITION,275627,313057,51884
2135,YORKWOOD S & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"MAPLEWOOD, NJ",3/9/1990 ,RTC,30398,ACQUISITION,191301,205283,53166
7260,PEOPLES FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"BARTLESVILLE, OK",3/9/1990 ,RTC,30267,TRANSFER,91019,105531,10841
7141,WESTPORT FEDERAL SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,"HANFORD, CA",3/9/1990 ,RTC,31965,PAYOUT,171548,169635,27717
7314,INVESTORS SAVINGS BANK,SAVINGS BANK,STATE,"NASHVILLE, TN",3/9/1990 ,RTC,31873,ACQUISITION,65839,81110,16078
4164,BANK OF MEEKER,COMMERCIAL BANK,STATE,"MEEKER, OK",3/15/1990 ,BIF,9880,ACQUISITION,15503,15529,3756
4165,LIBERTY CITY STATE BANK,COMMERCIAL BANK,STATE,"LIBERTY CITY, TX",3/15/1990 ,BIF,23065,ACQUISITION,15004,15189,1541
4166,INDEPENDENT NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"PHOENIX, AZ",3/15/1990 ,BIF,25649,ACQUISITION,13523,12417,3243
7256,GREAT AMERICAN FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"CORINTH, MS",3/16/1990 ,RTC,31828,PAYOUT,133163,159235,29833
7110,SUN FEDERAL SAVINGS ASSOC.,SAVINGS BANK,STATE,"FORT DODGE, IA",3/16/1990 ,RTC,31547,ACQUISITION,18967,24299,1832
7221,WHITESTONE SAVINGS,SAVINGS ASSOCIATION,FEDERAL/STATE,"WHITESTONE, NY",3/16/1990 ,RTC,30194,ACQUISITION,352700,396946,36506
7356,PACIFIC COAST S & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN FRANCISCO, CA",3/16/1990 ,RTC,32097,ACQUISITION,633168,1040267,55672
7145,LAKELAND SAVINGS BANK FSB,SAVINGS BANK,STATE,"DETROIT LAKES, MN",3/16/1990 ,RTC,29137,TRANSFER,80645,79624,24793
7311,FIRST FS & LA OF WICHITA FALLS,SAVINGS ASSOCIATION,FEDERAL/STATE,"WICHITA FALLS, TX",3/16/1990 ,RTC,29403,PAYOUT,88145,84836,17125
7191,"UNITED FEDERAL SAVINGS, FA",SAVINGS ASSOCIATION,FEDERAL/STATE,"NEW ORLEANS, LA",3/16/1990 ,RTC,31455,TRANSFER,43923,53244,16516
7441,FIRST AMERICA FSB,SAVINGS BANK,STATE,"LONGMONT, CO",3/16/1990 ,RTC,32330,PAYOUT,146818,187366,41293
7220,NASAU FEDERAL SAVINGS & LOAN,SAVINGS ASSOCIATION,FEDERAL/STATE,"BROOKLYN, NY",3/16/1990 ,RTC,29122,ACQUISITION,300473,296815,60274
4171,THE CENTRAL NATIONAL BANK OF SAN ANGELO,COMMERCIAL BANK,FEDERAL,"SAN ANGELO, TX",3/22/1990 ,BIF,5507,ACQUISITION,148163,147449,45132
4168,COMMUNITY BANK,COMMERCIAL BANK,STATE,"NEW CANEY, TX",3/22/1990 ,BIF,19602,ACQUISITION,42089,41952,7459
4169,AMERICAN BANK OF ARLINGTON,COMMERCIAL BANK,STATE,"ARLINGTON, TX",3/22/1990 ,BIF,22829,ACQUISITION,28823,28327,4391
4170,"THE WALLER BANK, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"WALLER, TX",3/22/1990 ,BIF,26353,ACQUISITION,13677,13354,3460
4167,MIAMI NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"MIAMI, FL",3/22/1990 ,BIF,17665,ACQUISITION,45124,46399,5254
4174,"CROWN BANK, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"SAN ANTONIO, TX",3/29/1990 ,BIF,26648,ACQUISITION,21927,22767,3217
4173,FIRST NATIONAL BANK OF GARLAND,COMMERCIAL BANK,FEDERAL,"GARLAND, TX",3/29/1990 ,BIF,24014,ACQUISITION,10071,9394,2307
4172,ALVORD NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"ALVORD, TX",3/29/1990 ,BIF,3071,ACQUISITION,7663,7616,496
4176,IMPERIAL BANK,COMMERCIAL BANK,STATE,"CORAL GABLES, FL",3/30/1990 ,BIF,26469,ACQUISITION,23983,23166,5070
4175,EVERMAN NATIONAL BANK OF FORT WORTH,COMMERCIAL BANK,FEDERAL,"FORT WORTH, TX",3/30/1990 ,BIF,18840,ACQUISITION,65547,65941,11444
4177,FIRST BANK & TRUST COMPANY,COMMERCIAL BANK,STATE,"CEDAR HILL, TX",4/5/1990 ,BIF,18793,ACQUISITION,13101,13788,1664
2130,"COLONY SAVINGS BANK, FSB",SAVINGS BANK,STATE,"MONACA, PA",4/5/1990 ,RTC,27839,ACQUISITION,330654,427473,82102
4178,CHAMPIONS POINT NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",4/5/1990 ,BIF,25780,ACQUISITION,19513,20581,4808
7132,FIRST FEDERAL SAVINGS & LOAN,SAVINGS ASSOCIATION,FEDERAL/STATE,"WARNER ROBINS, GA",4/12/1990 ,RTC,31233,ACQUISITION,144101,150053,14965
7115,CONSTITUTION FED. SAVINGS ASSOC.,SAVINGS ASSOCIATION,FEDERAL/STATE,"MONTEREY PARK, CA",4/12/1990 ,RTC,31271,PAYOUT,64763,66415,3
4179,THE BAZINE STATE BANK,COMMERCIAL BANK,STATE,"BAZINE, KS",4/12/1990 ,BIF,15869,ACQUISITION,16509,16940,1959
4180,"THE SEAMEN'S BANK OF SAVINGS, FS",SAVINGS BANK,STATE,"NEW YORK, NY",4/18/1990 ,BIF,16070,ACQUISITION,2141918,3391988,148042
4181,CORINTH DEPOSIT NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"CORINTH, KY",4/19/1990 ,BIF,15051,ACQUISITION,8652,8744,402
4185,COVE STATE BANK,COMMERCIAL BANK,STATE,"COPPERAS COVE, TX",4/19/1990 ,BIF,18110,ACQUISITION,37464,37343,6022
4186,CHAS. SCHREINER BANK,COMMERCIAL BANK,STATE,"KERRVILLE, TX",4/19/1990 ,BIF,17952,ACQUISITION,232549,228079,38898
4183,FIRST STATE BANK OF CRANDALL,COMMERCIAL BANK,STATE,"CRANDALL, TX",4/19/1990 ,BIF,22147,ACQUISITION,15627,15830,3031
4184,SECURITY NATIONAL BANK OF ELGIN,COMMERCIAL BANK,FEDERAL,"ELGIN, TX",4/19/1990 ,BIF,24915,ACQUISITION,10710,10839,2351
4182,ACADIANA NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"LAFAYETTE, LA",4/19/1990 ,BIF,24941,ACQUISITION,33030,33510,1341
7365,FIRST SAVINGS & LOAN,SAVINGS ASSOCIATION,FEDERAL/STATE,"MASSILON, OH",4/20/1990 ,RTC,28307,ACQUISITION,157855,168158,14379
7303,SOUTHEASTERN FEDERAL SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,"LAUREL, MS",4/20/1990 ,RTC,31897,TRANSFER,38391,49813,8914
7414,HERITAGE FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"LAMAR, CO",4/20/1990 ,RTC,30301,ACQUISITION,44335,45859,8185
7293,TEXAS FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN ANTONIO, TX",4/20/1990 ,RTC,30305,PAYOUT,60497,55368,49152
7177,FIRST NETWORK SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,"LOS ANGELES, CA",4/20/1990 ,RTC,32187,PAYOUT,393643,303826,186061
7158,ENTERPRISE FED. FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"CLEARWATER, FL",4/20/1990 ,RTC,32253,ACQUISITION,45095,62602,9293
4187,BERGEN PARK NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"EVERGREEN, CO",4/20/1990 ,BIF,25831,ACQUISITION,5896,5769,1113
4191,CENTRAL ARIZONA BANK,COMMERCIAL BANK,STATE,"CHANDLER, AZ",4/26/1990 ,BIF,23002,ACQUISITION,7083,6644,1029
4188,TRINITY NATIONAL BANK OF DALLAS,COMMERCIAL BANK,FEDERAL,"DALLAS, TX",4/26/1990 ,BIF,18721,ACQUISITION,37505,37140,1158
4189,"SIGNATURE BANK, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"DALLAS, TX",4/26/1990 ,BIF,24666,ACQUISITION,27398,26758,1619
4190,GUARDIAN BANK,COMMERCIAL BANK,STATE,"SCOTTSDALE, AZ",4/26/1990 ,BIF,25666,ACQUISITION,27020,25901,8369
7161,HOME OWNERS SAVINGS BANK,SAVINGS BANK,STATE,"BURLINGTON, MA",4/27/1990 ,RTC,29581,ACQUISITION,2701444,3491516,354298
7400,SANTA BARBARA S & L ASSOC.,SAVINGS ASSOCIATION,FEDERAL/STATE,"SANTA BARBARA, CA",4/27/1990 ,RTC,28666,ACQUISITION,1744298,4291640,55
4192,"FIRST NATIONAL BANK, NORTHEAST",COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",5/3/1990 ,BIF,22262,ACQUISITION,18699,18013,4692
4193,RICHARDSON NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"RICHARDSON, TX",5/3/1990 ,BIF,21812,ACQUISITION,59061,50460,12416
7348,CAPITOL FEDERAL SAVINGS & LOAN,SAVINGS ASSOCIATION,FEDERAL/STATE,"AURORA, CO",5/4/1990 ,RTC,28526,ACQUISITION,794367,980569,391105
7120,FIRST FED. SAVINGS BANK & TRUST,SAVINGS BANK,STATE,"INDEPENDENCE, MO",5/4/1990 ,RTC,28257,TRANSFER,21072,25410,9892
7100,PENINSULA S & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"SOUTH SAN FRANCISCO, CA",5/4/1990 ,RTC,31982,TRANSFER,46145,51805,1461
7228,SECURITY FEDERAL SAVINGS BANK,SAVINGS BANK,STATE,"CARLSBAD, NM",5/4/1990 ,RTC,31433,TRANSFER,34154,26863,15479
4194,TUCKER STATE BANK,COMMERCIAL BANK,STATE,"JACKSONVILLE, FL",5/4/1990 ,BIF,25138,ACQUISITION,43458,41759,17829
7376,MUTUAL AIDE S & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"MANASQUAN, NJ",5/4/1990 ,RTC,30130,ACQUISITION,105011,103314,17873
7259,"MISSISSIPPI SAVINGS BANK, FSB",SAVINGS BANK,STATE,"BATESVILLE, MS",5/8/1990 ,RTC,32411,PAYOUT,148703,172343,16308
4195,CHANCERY NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"DENVER, CO",5/9/1990 ,BIF,25052,ACQUISITION,14917,15234,2442
4198,FIRST NATIONAL BANK OF DESOTO,COMMERCIAL BANK,FEDERAL,"DESOTO, TX",5/10/1990 ,BIF,23699,ACQUISITION,26512,24070,8608
4199,DOMINION NATIONAL BANK OF DENVER,COMMERCIAL BANK,FEDERAL,"DENVER, CO",5/10/1990 ,BIF,23527,ACQUISITION,14568,15317,2224
4197,FIRST NATIONAL BANK OF GRAND SALINE,COMMERCIAL BANK,FEDERAL,"GRAND SALINE, TX",5/10/1990 ,BIF,16108,ACQUISITION,28669,28574,6291
4196,COMMONWEALTH NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"DALLAS, TX",5/10/1990 ,BIF,19026,ACQUISITION,45691,44494,2305
7406,GREAT WEST FEDERAL SAVINGS BANK,SAVINGS BANK,STATE,"CRAIG, CO",5/11/1990 ,RTC,32576,ACQUISITION,31038,28089,4904
7121,"UNITED SAVINGS BANK, FSB",SAVINGS BANK,STATE,"WINDOM, MN",5/11/1990 ,RTC,29182,TRANSFER,133233,161452,43841
7401,THE FEDERAL SAVINGS BANC FA,SAVINGS ASSOCIATION,FEDERAL/STATE,"ARLINGTON, TX",5/11/1990 ,RTC,31134,PAYOUT,124286,137288,41210
7312,FIRST FSA OF BREAUX BRIDGE,SAVINGS ASSOCIATION,FEDERAL/STATE,"BREAUX BRIDGE, LA",5/11/1990 ,RTC,31508,ACQUISITION,20901,20360,1414
7261,UNITED SAVINGS FSB,SAVINGS ASSOCIATION,FEDERAL/STATE,"PATERSON, NJ",5/15/1990 ,RTC,30147,PAYOUT,244812,245785,21053
4200,THE FIRST NATIONAL BANK OF GEORGETOWN,COMMERCIAL BANK,FEDERAL,"GEORGETOWN, TX",5/17/1990 ,BIF,3216,ACQUISITION,70280,71615,32877
4201,FIRST-TAYLOR NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"TAYLOR, TX",5/17/1990 ,BIF,5547,ACQUISITION,79791,74001,10857
4202,"MERCHANTSBANK OF BOSTON, A CO-OP",SAVINGS BANK,STATE,"BOSTON, MA",5/18/1990 ,BIF,26862,TRANSFER,390997,392219,95568
7339,FIRST FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"BORGER, TX",5/18/1990 ,RTC,30432,ACQUISITION,53681,63198,16565
7388,JENNINGS FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"JENNINGS, LA",5/18/1990 ,RTC,29130,TRANSFER,55946,54070,10978
7364,FIRST FEDERAL SAVINGS OF CONROE,SAVINGS ASSOCIATION,FEDERAL/STATE,"CONROE, TX",5/18/1990 ,RTC,28944,ACQUISITION,146206,174251,29614
7378,SOUTHWEST SAVINGS ASSOCIATION,SAVINGS ASSOCIATION,FEDERAL/STATE,"DALLAS, TX",5/18/1990 ,RTC,30592,ACQUISITION,3767794,5325053,390465
7407,JONESBORO FEDERAL SA,SAVINGS ASSOCIATION,FEDERAL/STATE,"JONESBORO, LA",5/18/1990 ,RTC,28811,PAYOUT,54058,55046,18829
4204,FARMERS STATE BANK OF BROOKSHIRE,COMMERCIAL BANK,STATE,"BROOKSHIRE, TX",5/24/1990 ,BIF,15366,ACQUISITION,19590,19438,3327
4207,"MEMORIAL BANK, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",5/24/1990 ,BIF,24896,ACQUISITION,73263,75928,34809
4206,MIDWAY NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"DALLAS, TX",5/24/1990 ,BIF,25100,ACQUISITION,17059,16389,4461
4205,GENTRY COUNTY BANK,COMMERCIAL BANK,STATE,"ALBANY, MO",5/24/1990 ,BIF,11456,ACQUISITION,46328,42268,5583
7247,FIRST AMERICAN FEDERAL SAVINGS,SAVINGS BANK,STATE,"FORT SMITH, AR",5/25/1990 ,RTC,27980,ACQUISITION,444172,450689,45217
7310,FIRST FEDERAL SAVINGS & LOAN,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEW BRAUNFELS, TX",5/25/1990 ,RTC,29324,TRANSFER,209021,232334,29593
7296,REMINGTON FEDERAL SAVINGS ASSOC.,SAVINGS ASSOCIATION,FEDERAL/STATE,"ELGIN, TX",5/25/1990 ,RTC,31726,PAYOUT,113909,127005,63199
7217,"BANK USA, FEDERAL ASSOCIATION",SAVINGS ASSOCIATION,FEDERAL/STATE,"SILVIS, IL",5/25/1990 ,RTC,31938,TRANSFER,20859,22853,-433
2101,AMERICAN PIONEER SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,"ORLANDO, FL",5/25/1990 ,RTC,32056,ACQUISITION,1375875,1613793,446120
4208,THE HUNTSVILLE NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"HUNTSVILLE, TX",5/31/1990 ,BIF,1193,ACQUISITION,107969,107169,11189
4210,"THE WILSHIRE BANK, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,"LOS ANGELES, CA",5/31/1990 ,BIF,23499,ACQUISITION,23915,24752,3435
4209,ROCKY MOUNTAIN NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"DENVER, CO",5/31/1990 ,BIF,25909,ACQUISITION,8860,9203,1677
4214,"NBC BANK- SOUTH TEXAS, NATIONAL",COMMERCIAL BANK,FEDERAL,"CORPUS CHRISTI, TX",6/1/1990 ,BIF,3410,ACQUISITION,126492,118358,10430
4215,"NBC BANK-HOUSTON, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",6/1/1990 ,BIF,20276,ACQUISITION,284619,186247,115996
4212,"NBC BANK-AUSTIN, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",6/1/1990 ,BIF,22404,ACQUISITION,41824,33805,5786
4216,"NBC BANK-KERRVILLE, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,"KERRVILLE, TX",6/1/1990 ,BIF,22685,ACQUISITION,30750,26011,4239
7292,TIME FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN FRANCISCO, CA",6/1/1990 ,RTC,31671,ACQUISITION,53942,57943,3127
4218,"NBC BANK-SAN ANTONIO, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,"SAN ANTONIO, TX",6/1/1990 ,BIF,5512,ACQUISITION,877566,938232,66106
4219,"NBC BANK-SEGUIN, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,"SEGUIN, TX",6/1/1990 ,BIF,5524,ACQUISITION,68258,63757,5647
4217,"NBC BANK-RIO GRANDE VALLEY, NA",COMMERCIAL BANK,FEDERAL,"MISSION, TX",6/1/1990 ,BIF,15488,ACQUISITION,135221,138742,0
4220,"NBC BANK-UVALDE, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,"UVALDE, TX",6/1/1990 ,BIF,19307,ACQUISITION,36165,35133,0
7355,MUTUAL S & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"WEATHERFORD, TX",6/1/1990 ,RTC,28848,PAYOUT,93295,104774,15755
7287,FIRST ANNAPOLIS SAVINGS,SAVINGS BANK,STATE,"ANNAPOLIS, MD",6/1/1990 ,RTC,28419,TRANSFER,618270,720116,176938
7315,INVESTORS OF FLORIDA,SAVINGS ASSOCIATION,FEDERAL/STATE,"DEERFIELD BEACH, FL",6/1/1990 ,RTC,32315,ACQUISITION,244856,282574,64122
7333,GREAT LIFE FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"SUNRISE, FL",6/1/1990 ,RTC,32323,ACQUISITION,36325,42727,7549
4211,THE HOME NATIONAL BANK OF MILFORD,COMMERCIAL BANK,FEDERAL,"MILFORD, MA",6/1/1990 ,BIF,2614,ACQUISITION,436259,461659,94699
4213,"NBC BANK-BOERNE, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,"BOERNE, TX",6/1/1990 ,BIF,19185,ACQUISITION,57099,53811,296
4221,HULEN NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"FORT WORTH, TX",6/7/1990 ,BIF,24496,ACQUISITION,11705,11718,0
4224,RICHMARK BANK,COMMERCIAL BANK,STATE,"HOUSTON, TX",6/7/1990 ,BIF,20240,ACQUISITION,35824,35194,11665
4222,CLIFTON NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"CLIFTON, TX",6/7/1990 ,BIF,25300,ACQUISITION,12217,12139,1625
4223,TEXAS NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"EL PASO, TX",6/7/1990 ,BIF,24724,ACQUISITION,131684,131825,6309
7257,HOMETOWN SAVINGS BANK FSB,SAVINGS BANK,STATE,"DELPHI, IN",6/8/1990 ,RTC,28716,ACQUISITION,58653,64666,8121
7288,FIRST BANKERS TRUST,SAVINGS ASSOCIATION,FEDERAL/STATE,"MIDLAND, TX",6/8/1990 ,RTC,30770,PAYOUT,93539,103645,14543
7212,HOME FEDERAL,SAVINGS BANK,STATE,"WORCESTER, MA",6/8/1990 ,RTC,30390,TRANSFER,243512,235780,139459
4225,THE MERCHANTS BANK OF CALIFORNIA,COMMERCIAL BANK,STATE,"BEVERLY HILLS, CA",6/8/1990 ,BIF,23795,ACQUISITION,60994,62435,3354
4226,"ALLIANCE BANK, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",6/14/1990 ,BIF,24349,ACQUISITION,85452,81144,14250
4228,WILLOW BEND NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"PLANO, TX",6/14/1990 ,BIF,24652,ACQUISITION,66130,58945,26590
4227,THE WIMBERLEY BANK,COMMERCIAL BANK,STATE,"WIMBERLEY, TX",6/14/1990 ,BIF,21476,ACQUISITION,24293,23282,3836
4229,EXCHANGE NATIONAL BANK OF DEL CITY,COMMERCIAL BANK,FEDERAL,"DEL CITY, OK",6/14/1990 ,BIF,21187,ACQUISITION,39583,43160,6995
4230,NATIONAL CITY BANK OF DENVER,COMMERCIAL BANK,FEDERAL,"DENVER, CO",6/14/1990 ,BIF,3012,ACQUISITION,65127,58350,13507
7372,FIRST FEDERAL SAVINGS & LOAN,SAVINGS BANK,STATE,"METAIRIE, LA",6/15/1990 ,RTC,31843,PAYOUT,134186,156335,51720
